|name        |ra        |dec      |trigger_time           |t90     |flnc_band_phtfluxb|flnc_band_phtfluxb_error|
|GRB160411062|23 17 25.7|-40 14 32|2016-04-11 01:28:52.518|   0.672|      3.250536e+00|            4.876952e-01|
|GRB120830297|05 54 00.4|-28 42 05|2012-08-30 07:07:03.533|   0.896|      3.270851e+00|            1.163214e-01|
|GRB170506169|07 29 02.4|+51 52 12|2017-05-06 04:02:48.201|   0.832|      3.271997e+00|            3.324012e-01|
|GRB120410585|10 38 31.2|-17 00 00|2012-04-10 14:02:00.192|   1.088|      3.275873e+00|            3.169112e-01|
|GRB150923864|04 28 55.2|-50 00 36|2015-09-23 20:44:23.646|   1.792|      3.297363e+00|            1.010360e-01|
|GRB081226509|01 42 00.0|-47 24 00|2008-12-26 12:13:10.705|   0.192|      3.333622e+00|            2.663201e-01|
|GRB101216721|18 57 04.8|-20 58 12|2010-12-16 17:17:52.544|   1.917|      3.335887e+00|            7.591986e-02|
|GRB150604434|04 49 45.6|-21 35 24|2015-06-04 10:24:43.802|   0.896|      3.341057e+00|            1.800089e-01|
|GRB141105406|01 07 38.4|+29 10 12|2014-11-05 09:44:47.213|   1.280|      3.370179e+00|            1.537065e-01|
|GRB120101354|12 23 28.8|+52 54 36|2012-01-01 08:30:06.908|   0.128|      3.397229e+00|            3.749687e-01|
|GRB100216422|10 17 12.0|+35 30 00|2010-02-16 10:07:00.187|   0.192|      3.444021e+00|            3.667833e-01|
|GRB111117510|00 50 46.2|+23 00 39|2011-11-17 12:13:42.029|   0.432|      3.463880e+00|            2.570250e-01|
|GRB141122087|00 38 50.4|-20 01 12|2014-11-22 02:05:26.172|   1.280|      3.473652e+00|            4.011567e-01|
|GRB140511095|21 59 02.4|-30 03 36|2014-05-11 02:17:11.560|   1.408|      3.474875e+00|            2.675631e-01|
|GRB130802730|05 21 07.2|-07 37 12|2013-08-02 17:31:52.803|   0.064|      3.494241e+00|            4.685086e-01|
|GRB161230298|19 40 09.6|-51 10 12|2016-12-30 07:09:25.792|   0.448|      3.517920e+00|            4.172735e-01|
|GRB130617564|04 58 55.2|-60 03 36|2013-06-17 13:32:49.850|   0.768|      3.521042e+00|            5.173498e-01|
|GRB130706900|19 57 26.4|+56 28 48|2013-07-06 21:36:07.810|   0.128|      3.559923e+00|            3.827483e-01|
|GRB141128962|21 27 12.0|-35 45 36|2014-11-28 23:05:53.838|   0.272|      3.576534e+00|            3.235439e-01|
|GRB120327418|11 21 38.4|+23 45 36|2012-03-27 10:01:49.234|   0.256|      3.586234e+00|            4.505534e-01|
|GRB081223419|07 30 00.0|+33 12 00|2008-12-23 10:03:57.148|   0.576|      3.606407e+00|            1.586128e-01|
|GRB130127743|16 44 12.0|-17 04 12|2013-01-27 17:50:23.934|   0.144|      3.609152e+00|            3.899043e-01|
|GRB101031625|12 16 28.8|-07 28 12|2010-10-31 14:59:32.727|   0.384|      3.614087e+00|            3.458625e-01|
|GRB090819607|03 16 19.2|-67 07 12|2009-08-19 14:34:27.468|   0.192|      3.617415e+00|            3.873276e-01|
|GRB161115745|23 26 21.6|+58 03 36|2016-11-15 17:52:31.624|   0.032|      3.631410e+00|            5.538884e-01|
|GRB180130744|09 07 19.2|+52 41 24|2018-01-30 17:51:26.791|   0.256|      3.631657e+00|            1.027628e+00|
|GRB130808253|10 50 52.8|+33 22 48|2013-08-08 06:04:33.691|   0.256|      3.638478e+00|            3.509195e-01|
|GRB100107074|00 25 14.4|-21 14 24|2010-01-07 01:46:31.865|   0.576|      3.640464e+00|            6.317616e-01|
|GRB121116459|12 03 31.2|-74 47 24|2012-11-16 11:00:24.600|   0.832|      3.653286e+00|            4.531180e-01|
|GRB150923429|17 51 14.4|-40 39 36|2015-09-23 10:18:17.924|   0.192|      3.665311e+00|            4.022368e-01|
|GRB130701761|21 43 45.6|-30 53 24|2013-07-01 18:15:30.713|   1.600|      3.673904e+00|            9.257880e-02|
|GRB150609316|03 29 02.4|+31 37 48|2015-06-09 07:35:19.383|   0.256|      3.696226e+00|            5.384937e-01|
|GRB090924625|04 38 55.2|-65 01 12|2009-09-24 14:59:54.011|   0.352|      3.749971e+00|            3.825131e-01|
|GRB160806584|18 17 54.5|+10 36 25|2016-08-06 14:00:58.421|   1.664|      3.760227e+00|            1.466038e-01|
|GRB081204517|10 03 12.0|+30 30 00|2008-12-04 12:24:25.793|   0.192|      3.775652e+00|            3.364719e-01|
|GRB150325696|08 52 33.6|+37 45 00|2015-03-25 16:42:02.495|   0.080|      3.811130e+00|            3.923104e-01|
|GRB141202470|09 32 17.5|+54 09 40|2014-12-02 11:17:05.606|   1.408|      3.829678e+00|            1.165405e-01|
|GRB160804180|08 11 26.4|+50 18 00|2016-08-04 04:18:43.244|   0.640|      3.837433e+00|            1.713907e-01|
|GRB130416770|03 24 50.4|-18 15 00|2013-04-16 18:28:53.296|   0.192|      3.892372e+00|            2.372498e-01|
|GRB180311074|03 35 48.0|-35 46 12|2018-03-11 01:45:53.301|   0.960|      3.895535e+00|            7.979047e-01|
|GRB150605782|14 31 26.4|+14 42 36|2015-06-05 18:46:19.036|   0.176|      3.924041e+00|            5.778697e-01|
|GRB160612842|23 13 27.4|-25 22 30|2016-06-12 20:12:47.549|   0.288|      3.935098e+00|            2.798480e-01|
|GRB170124528|00 43 24.0|+11 01 12|2017-01-24 12:40:29.032|   0.448|      3.952334e+00|            4.297504e-01|
|GRB170604603|22 41 45.6|+40 40 12|2017-06-04 14:28:05.086|   0.320|      3.957007e+00|            2.415576e-01|
|GRB130219626|14 06 24.0|+12 13 12|2013-02-19 15:01:13.946|   1.536|      3.957062e+00|            4.032776e-01|
|GRB080802386|10 17 12.0|+40 42 00|2008-08-02 09:15:10.527|   0.576|      3.964925e+00|            3.441328e-01|
|GRB090108020|17 23 12.0|+46 00 00|2009-01-08 00:29:02.365|   0.704|      3.968484e+00|            1.557746e-01|
|GRB090206620|10 24 48.0|+08 48 00|2009-02-06 14:52:42.171|   0.320|      3.992588e+00|            2.618851e-01|
|GRB151228129|14 16 01.0|-17 41 20|2015-12-28 03:05:12.462|   0.256|      4.015541e+00|            5.023866e-01|
|GRB140329272|06 09 24.0|-41 04 48|2014-03-29 06:31:21.774|   0.064|      4.024796e+00|            3.720179e-01|
|GRB171030729|04 56 21.6|-19 33 00|2017-10-30 17:29:45.122|   0.096|      4.031685e+00|            6.501487e-01|
|GRB100929916|12 12 07.2|-24 56 24|2010-09-29 21:59:45.821|   0.320|      4.056447e+00|            2.700981e-01|
|GRB101129726|18 06 09.6|+01 00 36|2010-11-29 17:25:25.340|   0.576|      4.057158e+00|            1.839162e-01|
|GRB151222340|23 40 43.2|+36 42 00|2015-12-22 08:10:13.624|   0.768|      4.064037e+00|            2.596953e-01|
|GRB151231568|10 00 19.2|+28 48 36|2015-12-31 13:38:08.165|   0.832|      4.086657e+00|            1.812307e-01|
|GRB110526715|06 49 55.2|-16 25 12|2011-05-26 17:09:01.809|   0.448|      4.152022e+00|            2.257647e-01|
|GRB130307126|10 23 59.0|+22 59 53|2013-03-07 03:01:44.471|   0.384|      4.224750e+00|            1.993170e-01|
|GRB130912358|03 10 21.7|+13 59 44|2013-09-12 08:34:57.996|   0.512|      4.251080e+00|            2.374090e-01|
|GRB170826369|04 17 21.1|+21 04 26|2017-08-26 08:51:07.514|   0.256|      4.264957e+00|            2.962314e-01|
|GRB081105614|14 23 12.0|+38 42 00|2008-11-05 14:43:51.287|   1.280|      4.267050e+00|            6.361238e-01|
|GRB090814368|22 09 55.2|+58 55 12|2009-08-14 08:49:41.222|   0.192|      4.279480e+00|            2.793086e-01|
|GRB120612687|02 38 40.8|-37 54 36|2012-06-12 16:29:44.557|   0.256|      4.280018e+00|            3.937241e-01|
|GRB120519721|12 01 00.0|+20 33 00|2012-05-19 17:18:14.970|   1.056|      4.316103e+00|            1.979381e-01|
|GRB161218222|07 00 38.4|-19 40 12|2016-12-18 05:19:23.178|   0.320|      4.353519e+00|            2.780461e-01|
|GRB130628860|20 51 19.2|+06 06 00|2013-06-28 20:38:01.789|   0.512|      4.382932e+00|            2.374256e-01|
|GRB180626392|19 00 14.4|+44 49 12|2018-06-26 09:23:50.648|   0.960|      4.383299e+00|            4.701209e-01|
|GRB100301068|07 20 33.6|-15 40 48|2010-03-01 01:37:18.634|   0.960|      4.385222e+00|            5.031825e-01|
|GRB091126333|05 33 00.0|-19 16 12|2009-11-26 07:59:24.762|   0.192|      4.391469e+00|            3.160641e-01|
|GRB091019750|15 04 07.2|+80 19 48|2009-10-19 18:00:40.881|   0.208|      4.394674e+00|            5.562868e-01|
|GRB101204343|12 47 38.4|+55 40 12|2010-12-04 08:14:18.605|   0.128|      4.415757e+00|            4.740242e-01|
|GRB100117879|00 45 02.4|-01 35 38|2010-01-17 21:06:19.663|   0.256|      4.418039e+00|            3.930826e-01|
|GRB141102112|14 52 55.2|-17 25 12|2014-11-02 02:41:16.339|   0.016|      4.449456e+00|            7.697679e-01|
|GRB160408268|08 10 29.5|+71 07 42|2016-04-08 06:25:43.857|   1.056|      4.551518e+00|            2.382323e-01|
|GRB120811014|02 54 37.9|-31 40 30|2012-08-11 00:20:30.288|   0.448|      4.612630e+00|            2.428172e-01|
|GRB160406503|17 27 11.3|+32 15 47|2016-04-06 12:04:36.798|   0.432|      4.628449e+00|            3.180470e-01|
|GRB170222209|19 31 49.4|+28 12 40|2017-02-22 05:00:59.080|   1.664|      4.673588e+00|            1.578544e-01|
|GRB150901924|01 05 21.6|+13 31 12|2015-09-01 22:10:44.471|   0.256|      4.717425e+00|            9.998555e-01|
|GRB121012724|02 13 40.8|+14 34 48|2012-10-12 17:22:16.386|   0.448|      4.771745e+00|            2.634510e-01|
|GRB180128215|00 49 02.4|-26 06 00|2018-01-28 05:09:56.598|   0.208|      4.814909e+00|            4.426982e-01|
|GRB171126235|15 51 21.6|+46 45 36|2017-11-26 05:38:43.709|   1.472|      4.827881e+00|            1.032203e-01|
|GRB120831901|09 36 04.8|-16 12 36|2012-08-31 21:37:31.875|   0.384|      4.832951e+00|            5.086033e-01|
|GRB160726065|06 35 17.0|-06 38 38|2016-07-26 01:34:07.718|   0.768|      4.875271e+00|            2.119169e-01|
|GRB180402406|16 47 37.2|-14 57 47|2018-04-02 09:44:59.367|   0.448|      4.918662e+00|            2.830544e-01|
|GRB180204109|22 00 32.2|+30 50 17|2018-02-04 02:36:16.926|   1.152|      4.939783e+00|            1.683627e-01|
|GRB150810485|18 52 48.0|+21 10 48|2015-08-10 11:38:08.910|   1.280|      4.947856e+00|            1.903449e-01|
|GRB100223110|06 58 00.0|+03 42 00|2010-02-23 02:38:09.306|   0.256|      4.963415e+00|            3.192119e-01|
|GRB150906944|14 08 09.6|+01 05 24|2015-09-06 22:38:47.307|   0.320|      5.009201e+00|            4.201329e-01|
|GRB180602938|05 44 12.0|-62 46 48|2018-06-02 22:31:05.342|   0.008|      5.060126e+00|            4.420790e-01|
|GRB150811849|12 25 23.5|-14 06 18|2015-08-11 20:22:13.749|   0.640|      5.204923e+00|            2.302446e-01|
|GRB090510016|22 14 24.0|-26 36 00|2009-05-10 00:22:59.971|   0.960|      5.220408e+00|            1.299187e-01|
|GRB180402481|22 34 31.2|-27 49 12|2018-04-02 11:32:11.626|   0.256|      5.256244e+00|            5.671616e-01|
|GRB111011094|02 31 50.4|-12 31 48|2011-10-11 02:15:09.895|   1.472|      5.284308e+00|            3.288349e-01|
|GRB090328713|10 22 48.0|+33 24 00|2009-03-28 17:07:04.937|   0.192|      5.291597e+00|            2.942921e-01|
|GRB091018957|21 27 19.2|-23 04 48|2009-10-18 22:58:20.603|   0.192|      5.356154e+00|            6.650783e-01|
|GRB170305256|02 34 38.4|+12 05 24|2017-03-05 06:09:06.784|   0.448|      5.379199e+00|            1.851328e-01|
|GRB110420946|21 20 10.8|-41 16 37|2011-04-20 22:42:11.734|   0.128|      5.392971e+00|            6.233487e-01|
|GRB110409179|15 54 48.0|-34 19 12|2011-04-09 04:17:20.600|   0.128|      5.418741e+00|            4.481947e-01|
|GRB090621922|20 53 43.7|+69 00 47|2009-06-21 22:07:25.701|   0.384|      5.458799e+00|            5.897509e-01|
|GRB100629801|15 24 50.4|+27 48 36|2010-06-29 19:14:03.353|   0.832|      5.470148e+00|            2.984432e-01|
|GRB090617208|05 15 33.6|+15 39 00|2009-06-17 04:59:58.576|   0.192|      5.544631e+00|            3.442425e-01|
|GRB101026034|17 34 48.0|-00 22 12|2010-10-26 00:49:16.140|   0.256|      5.570928e+00|            6.146772e-01|
|GRB170816599|23 23 21.8|+12 51 11|2017-08-16 14:23:03.955|   1.600|      5.603287e+00|            1.697844e-01|
|GRB100811108|23 03 28.8|+15 51 36|2010-08-11 02:35:49.363|   0.384|      5.814817e+00|            2.551760e-01|
|GRB121127914|11 45 45.1|-52 24 50|2012-11-27 21:56:00.318|   0.640|      5.824071e+00|            3.384221e-01|
|GRB140624423|01 32 38.4|-00 33 36|2014-06-24 10:08:40.895|   0.096|      5.835521e+00|            4.438167e-01|
|GRB150128624|08 30 36.0|+63 09 00|2015-01-28 14:58:54.503|   0.096|      5.838185e+00|            9.880866e-01|
|GRB110529034|07 53 19.2|+67 54 36|2011-05-29 00:48:42.871|   0.512|      5.950710e+00|            2.138337e-01|
|GRB140807500|13 20 38.4|+26 29 24|2014-08-07 11:59:33.484|   0.512|      5.995191e+00|            2.451512e-01|
|GRB081216531|08 36 48.0|+07 36 00|2008-12-16 12:43:59.994|   0.768|      6.025067e+00|            1.971081e-01|
|GRB111112908|14 54 52.8|+28 48 36|2011-11-12 21:47:48.164|   0.224|      6.044908e+00|            2.985715e-01|
|GRB171223818|07 43 21.6|-33 28 48|2017-12-23 19:38:15.073|   0.384|      6.056821e+00|            2.272653e-01|
|GRB100206563|03 08 38.8|+13 09 28|2010-02-06 13:30:05.390|   0.176|      6.078459e+00|            3.336319e-01|
|GRB120222021|19 58 12.0|+26 29 24|2012-02-22 00:29:36.130|   1.088|      6.095118e+00|            1.634970e-01|
|GRB140619490|20 19 50.4|-39 10 48|2014-06-19 11:46:01.532|   0.448|      6.102677e+00|            6.837538e-01|
|GRB091012783|07 17 36.0|+87 16 12|2009-10-12 18:47:02.770|   0.704|      6.326293e+00|            2.744940e-01|
|GRB130804023|18 40 07.2|-76 09 00|2013-08-04 00:33:15.527|   0.960|      6.376585e+00|            2.267063e-01|
|GRB150922234|19 37 31.4|-05 29 10|2015-09-22 05:37:29.076|   0.144|      6.384330e+00|            3.316671e-01|
|GRB140428906|00 08 01.4|+68 10 19|2014-04-28 21:44:38.599|   0.320|      6.527298e+00|            5.810894e-01|
|GRB150320462|09 19 55.2|+68 55 48|2015-03-20 11:05:31.599|   0.064|      6.818946e+00|            1.401805e+00|
|GRB081209981|03 01 12.0|+63 30 00|2008-12-09 23:31:56.389|   0.192|      6.840924e+00|            4.007153e-01|
|GRB130515056|18 53 41.3|-54 16 52|2013-05-15 01:21:17.876|   0.256|      6.891081e+00|            4.631115e-01|
|GRB100827455|12 55 36.0|+71 53 24|2010-08-27 10:55:49.333|   0.576|      6.937459e+00|            3.717445e-01|
|GRB090219074|01 46 00.0|+59 12 00|2009-02-19 01:46:18.149|   0.448|      6.965197e+00|            1.431086e+00|
|GRB150118927|10 40 18.5|-27 33 18|2015-01-18 22:14:32.661|   0.288|      7.103387e+00|            3.188972e-01|
|GRB100625773|01 03 10.8|-39 05 18|2010-06-25 18:32:28.472|   0.240|      7.224676e+00|            5.246494e-01|
|GRB170219002|03 39 22.3|+50 04 19|2017-02-19 00:03:07.123|   0.096|      7.411339e+00|            6.611117e-01|
|GRB141011282|17 11 45.4|-09 40 52|2014-10-11 06:46:20.361|   0.080|      8.574635e+00|            3.987103e-01|
|GRB170708046|22 23 20.4|+19 47 53|2017-07-08 01:06:11.256|   0.144|      8.733749e+00|            3.647207e-01|
|GRB110212550|20 45 19.2|-74 30 00|2011-02-12 13:12:33.523|   0.064|      8.982064e+00|            5.239353e-01|
|GRB110705151|10 24 05.8|+40 05 56|2011-07-05 03:37:11.938|   0.192|      9.345271e+00|            3.077337e-01|
|GRB120817168|00 33 14.4|-26 25 41|2012-08-17 04:02:29.723|   0.160|      9.511378e+00|            3.607240e-01|
|GRB160822672|18 08 31.0|+03 35 02|2016-08-22 16:07:40.010|   0.040|      9.824755e+00|            6.657971e-01|
|GRB180313978|21 10 02.4|-26 33 00|2018-03-13 23:28:17.529|   0.080|      1.012520e+01|            7.657229e-01|
|GRB090227772|00 47 12.0|+32 12 00|2009-02-27 18:31:01.407|   0.304|      1.042806e+01|            1.986987e-01|
|GRB130504314|23 11 48.5|-05 44 20|2013-05-04 07:32:03.386|   0.384|      1.063051e+01|            2.847809e-01|
|GRB140209313|05 25 18.7|+32 29 17|2014-02-09 07:30:58.230|   1.408|      1.068718e+01|            1.406650e-01|
|GRB120624309|00 19 05.5|+07 10 01|2012-06-24 07:24:25.339|   0.640|      1.100453e+01|            2.486273e-01|
|GRB090802235|05 37 19.2|+34 05 24|2009-08-02 05:39:03.082|   0.048|      1.103478e+01|            7.143901e-01|
|GRB131126163|14 21 43.2|+53 31 48|2013-11-26 03:54:10.431|   0.128|      1.108124e+01|            5.908071e-01|
|GRB110717180|20 33 52.8|-07 51 00|2011-07-17 04:19:50.660|   0.112|      1.118758e+01|            1.011007e+00|
|GRB100805300|01 31 12.0|+34 11 24|2010-08-05 07:12:12.477|   0.064|      1.152879e+01|            1.699841e+00|
|GRB170206453|14 11 09.6|+14 28 48|2017-02-06 10:51:57.696|   1.168|      1.181894e+01|            1.476556e-01|
|GRB200415367|00 47 32.4|-25 15 47|2020-04-15 08:48:05.564|   0.144|      1.283368e+01|            3.660114e-01|
|GRB090228204|07 07 12.0|-24 18 00|2009-02-28 04:53:20.911|   0.448|      1.292908e+01|            2.610332e-01|
|GRB180703949|06 27 40.8|-29 52 48|2018-07-03 22:46:51.317|   1.536|      1.298744e+01|            1.487830e-01|
|GRB140901821|01 03 16.8|-32 45 36|2014-09-01 19:41:37.575|   0.176|      1.409987e+01|            3.630743e-01|
|GRB180201780|05 03 16.8|+52 30 00|2018-02-01 18:43:45.497|   0.640|      1.490415e+01|            2.261212e+00|
|GRB150819440|03 57 32.6|+39 42 04|2015-08-19 10:33:19.497|   0.960|      1.615628e+01|            2.778746e-01|
|GRB111222619|11 56 46.3|+69 02 10|2011-12-22 14:51:55.023|   0.288|      1.825983e+01|            5.530763e-01|
|GRB170127067|22 37 19.2|-63 56 24|2017-01-27 01:35:47.791|   0.128|      2.175829e+01|            1.101446e+00|
|GRB120323507|22 41 37.7|+29 43 01|2012-03-23 12:10:19.723|   0.384|      2.997462e+01|            3.804407e-01|
